SLURM_JOB_ID,SLURM_JOB_NAME,SLURM_JOB_NUM_NODES,SLURM_NTASKS,SLURM_CPU_FREQ_REQ,OMP_NUM_THREADS,PROG,QREG_SIZE,DEPTH,RUNTIME,ENERGY,SLOWDOWN,SAVINGS
2493403,quest-energy,4,4,Highm1,128,qft,34,16,203.608,287910,0.05650743573511564,-0.22577782558420953
2493404,quest-energy,4,4,High,128,qft,34,16,192.718,371870,0,0
2493339,quest-energy,8,8,Low,128,qft,32,16,30.1433,94370,0.1127135943654277,-0.12099478390461997
2493340,quest-energy,8,8,Medium,128,qft,32,16,27.7395,90220,0.02397941668297039,-0.15964977645305514
2493341,quest-energy,8,8,Highm1,128,qft,32,16,28.3852,87800,0.04781486827193902,-0.18219076005961252
2493342,quest-energy,8,8,High,128,qft,32,16,27.0899,107360,0,0
2493371,quest-energy,8,8,Low,128,qft,33,16,60.9046,175860,0.13322690364019327,-0.21029233463559208
2493372,quest-energy,8,8,Medium,128,qft,33,16,57.5965,169890,0.07167444422116537,-0.23710090260002695
2493373,quest-energy,8,8,Highm1,128,qft,33,16,57.677099999999996,170810,0.07317413535177614,-0.23296959899411737
2493374,quest-energy,8,8,High,128,qft,33,16,53.7444,222690,0,0
2493405,quest-energy,8,8,Low,128,qft,34,16,125.442,335070,0.13305814237067676,-0.25194231112698695
2493415,quest-energy,8,8,Medium,128,qft,34,16,119.026,336320,0.07510545474252782,-0.2491516342203965
2493417,quest-energy,8,8,Highm1,128,qft,34,16,118.147,338610,0.06716586427726248,-0.24403911412752277
2493418,quest-energy,8,8,High,128,qft,34,16,110.711,447920,0,0
2493467,quest-energy,8,8,Low,128,qft,35,16,265.188,734000,0.1487459389213775,-0.20554172529494533
2493469,quest-energy,8,8,Medium,128,qft,35,16,243.456,687470,0.054606887589343706,-0.25590431864920443
2493470,quest-energy,8,8,Highm1,128,qft,35,16,244.063,698890,0.05723630062811347,-0.24354367355774434
2493471,quest-energy,8,8,High,128,qft,35,16,230.85,923900,0,0
2493343,quest-energy,16,16,Low,128,qft,32,16,17.2886,116700,0.1365928380306228,-0.11322188449848024
2493344,quest-energy,16,16,Medium,128,qft,32,16,15.9006,108880,0.04534248466560178,-0.17264437689969606
2493345,quest-energy,16,16,Highm1,128,qft,32,16,16.3005,111070,0.07163284223813192,-0.1560030395136778
2493346,quest-energy,16,16,High,128,qft,32,16,15.210899999999999,131600,0,0
2493375,quest-energy,16,16,Low,128,qft,33,16,34.691300000000005,206630,0.1043612517110752,-0.19699207212808953
2493376,quest-energy,16,16,Medium,128,qft,33,16,32.9139,204470,0.04777958170184312,-0.20538628944504897
2493377,quest-energy,16,16,Highm1,128,qft,33,16,32.0895,204480,0.021535669945563964,-0.2053474273278408
2493383,quest-energy,16,16,High,128,qft,33,16,31.413,257320,0,0
2493419,quest-energy,16,16,Low,128,qft,34,16,70.5676,381040,0.11415020461779411,-0.21897226720232849
2493420,quest-energy,16,16,Medium,128,qft,34,16,64.92790000000001,386460,0.02510830849290163,-0.2078627503228319
2493422,quest-energy,16,16,Highm1,128,qft,34,16,65.39359999999999,388480,0.03246097105037119,-0.20372230307253983
2493423,quest-energy,16,16,High,128,qft,34,16,63.3376,487870,0,0
2493474,quest-energy,16,16,Low,128,qft,35,16,141.256,786440,0.10116231027681853,-0.22134653465346535
2493476,quest-energy,16,16,Medium,128,qft,35,16,135.14,764680,0.053484981953398375,-0.24289108910891088
2493477,quest-energy,16,16,Highm1,128,qft,35,16,134.755,768860,0.05048371128555726,-0.23875247524752474
2493478,quest-energy,16,16,High,128,qft,35,16,128.279,1010000,0,0
2493501,quest-energy,16,16,Low,128,qft,36,16,295.182,1650000,0.1220237190208303,-0.21428571428571427
2493504,quest-energy,16,16,Medium,128,qft,36,16,278.293,1660000,0.05782651664892817,-0.20952380952380953
2493505,quest-energy,16,16,Highm1,128,qft,36,16,279.019,1680000,0.060586133495514755,-0.2
2493506,quest-energy,16,16,High,128,qft,36,16,263.08,2100000,0,0
2493347,quest-energy,32,32,Low,128,qft,32,16,9.81002,157970,0.11737034657773279,-0.12423772036811176
2493348,quest-energy,32,32,Medium,128,qft,32,16,9.242809999999999,148830,0.05276460323751972,-0.1749085264441734
2493349,quest-energy,32,32,Highm1,128,qft,32,16,9.00529,132900,0.02571085566930466,-0.26322208670584324
2493350,quest-energy,32,32,High,128,qft,32,16,8.77956,180380,0,0
2493384,quest-energy,32,32,Low,128,qft,33,16,19.3631,241890,0.11811037262454004,-0.21748835403726707
2493386,quest-energy,32,32,Medium,128,qft,33,16,18.6124,254430,0.07476166003568596,-0.17692158385093168
2493387,quest-energy,32,32,Highm1,128,qft,33,16,18.5593,260269.99999999997,0.07169543299629848,-0.15802924430641832
2493388,quest-energy,32,32,High,128,qft,33,16,17.317700000000002,309120,0,0
2493429,quest-energy,32,32,Low,128,qft,34,16,39.8031,450520,0.11110149596210278,-0.20947534655202668
2493431,quest-energy,32,32,Medium,128,qft,34,16,37.5532,466750,0.04829565280503363,-0.18099666608176873
2493432,quest-energy,32,32,Highm1,128,qft,34,16,37.4995,457990,0.0467966200580073,-0.1963677838217231
2493451,quest-energy,32,32,High,128,qft,34,16,35.8231,569900,0,0
2493479,quest-energy,32,32,Low,128,qft,35,16,80.132,888010,0.1071717738347561,-0.22781739130434783
2493480,quest-energy,32,32,Medium,128,qft,35,16,75.7135,889440,0.04612202488690905,-0.22657391304347826
2493481,quest-energy,32,32,Highm1,128,qft,35,16,75.6558,881460,0.045324792678175185,-0.23351304347826088
2493482,quest-energy,32,32,High,128,qft,35,16,72.3754,1150000,0,0
2493507,quest-energy,32,32,Low,128,qft,36,16,164.078,1730000,0.1193369035030869,-0.2345132743362832
2493509,quest-energy,32,32,Medium,128,qft,36,16,154.513,1640000,0.05408466077702355,-0.2743362831858407
2493510,quest-energy,32,32,Highm1,128,qft,36,16,154.63,1820000,0.054882832486270676,-0.19469026548672566
2493513,quest-energy,32,32,High,128,qft,36,16,146.585,2260000,0,0
2493351,quest-energy,64,64,Low,128,qft,32,16,5.3677399999999995,230230,0.1500320302005152,-0.04154697972607302
2493352,quest-energy,64,64,Medium,128,qft,32,16,4.9658999999999995,217820,0.06393827919622383,-0.09321010782232214
2493353,quest-energy,64,64,Highm1,128,qft,32,16,5.04137,221140,0.08010763861363843,-0.07938886807376878
2493354,quest-energy,64,64,High,128,qft,32,16,4.667470000000001,240210,0,0
2493389,quest-energy,64,64,Low,128,qft,33,16,10.8176,340310,0.11927125690387647,-0.13613748286541097
2493390,quest-energy,64,64,Medium,128,qft,33,16,10.1876,334270,0.054086660334448595,-0.15146976696958928
2493394,quest-energy,64,64,Highm1,128,qft,33,16,10.179799999999998,334460,0.05327961294835078,-0.15098746001929228
2493395,quest-energy,64,64,High,128,qft,33,16,9.664860000000001,393940,0,0
2493456,quest-energy,64,64,Low,128,qft,34,16,21.838099999999997,561460,0.11660999616515383,-0.18321210357870235
2493457,quest-energy,64,64,Medium,128,qft,34,16,20.6857,566690,0.05768630959989772,-0.17560372417806228
2493458,quest-energy,64,64,Highm1,128,qft,34,16,20.6214,560700,0.05439856832417232,-0.18431771894093688
2493460,quest-energy,64,64,High,128,qft,34,16,19.5575,687400,0,0
2493483,quest-energy,64,64,Low,128,qft,35,16,44.4381,1030000,0.11394064578231107,-0.24817518248175183
2493491,quest-energy,64,64,Medium,128,qft,35,16,41.9729,1090000,0.052144878636943726,-0.20437956204379562
2493492,quest-energy,64,64,Highm1,128,qft,35,16,42.131800000000005,1030000,0.05612806353042055,-0.24817518248175183
2493493,quest-energy,64,64,High,128,qft,35,16,39.8927,1370000,0,0
2493515,quest-energy,64,64,Low,128,qft,36,16,90.591,1960000,0.11259991059015391,-0.23735408560311283
2493516,quest-energy,64,64,Medium,128,qft,36,16,85.654,2000000,0.05196578845237435,-0.22178988326848248
2493517,quest-energy,64,64,Highm1,128,qft,36,16,85.1971,1980000,0.04635433809694577,-0.22957198443579765
2493518,quest-energy,64,64,High,128,qft,36,16,81.42280000000001,2570000,0,0
2493355,quest-energy,128,128,Low,128,qft,32,16,2.3657199999999996,336070,0.3166442191030619,0.012106610450233398
2493356,quest-energy,128,128,Medium,128,qft,32,16,2.09443,317540,0.16565745388973607,-0.043698238217135976
2493357,quest-energy,128,128,Highm1,128,qft,32,16,2.10572,317950,0.17194091652845633,-0.04246348441499774
2493358,quest-energy,128,128,High,128,qft,32,16,1.79678,332050,0,0
2493396,quest-energy,128,128,Low,128,qft,33,16,6.04372,493240,0.1859733124018839,-0.0480565098235998
2493397,quest-energy,128,128,Medium,128,qft,33,16,5.53186,472910,0.08552982731554158,-0.08729300961130196
2493398,quest-energy,128,128,Highm1,128,qft,33,16,5.47126,463270,0.07363814756671898,-0.10589801984019763
2493399,quest-energy,128,128,High,128,qft,33,16,5.096,518140,0,0
2493461,quest-energy,128,128,Low,128,qft,34,16,12.193299999999999,741040,0.12553884781183938,-0.14612956006729197
2493462,quest-energy,128,128,Medium,128,qft,34,16,11.4289,725700,0.054978630703479185,-0.16380522204042128
2493463,quest-energy,128,128,Highm1,128,qft,34,16,11.3816,720090,0.050612463422964486,-0.17026939829004678
2493466,quest-energy,128,128,High,128,qft,34,16,10.8333,867860,0,0
2493494,quest-energy,128,128,Low,128,qft,35,16,24.4002,1240000,0.11724573710141233,-0.1895424836601307
2493495,quest-energy,128,128,Medium,128,qft,35,16,23.0335,1230000,0.05466675213831769,-0.19607843137254902
2493496,quest-energy,128,128,Highm1,128,qft,35,16,23.2662,1240000,0.06532170918881318,-0.1895424836601307
2493497,quest-energy,128,128,High,128,qft,35,16,21.839599999999997,1530000,0,0
2493520,quest-energy,128,128,Low,128,qft,36,16,49.468900000000005,2270000,0.11883125107430093,-0.2062937062937063
2493522,quest-energy,128,128,Medium,128,qft,36,16,46.501400000000004,2260000,0.05171571509992129,-0.2097902097902098
2493524,quest-energy,128,128,Highm1,128,qft,36,16,46.4297,2260000,0.05009408614310124,-0.2097902097902098
2493526,quest-energy,128,128,High,128,qft,36,16,44.214800000000004,2860000,0,0
2510894,quest-energy,1,1,Low,128,rand,32,33,768.841,276120,0.07845299062575843,-0.22765796760929763
2510895,quest-energy,1,1,Medium,128,rand,32,33,742.973,288940,0.04216795644898173,-0.1917988308019356
2510896,quest-energy,1,1,Highm1,128,rand,32,33,741.264,273010,0.0397707427715382,-0.23635702497832228
2510898,quest-energy,1,1,High,128,rand,32,33,712.911,357510,0,0
2510928,quest-energy,1,1,Low,128,rand,33,34,1626.38,586680,0.06740960969238748,-0.23972682623401195
2510929,quest-energy,1,1,Medium,128,rand,33,34,1572.83,590470,0.03226420419119616,-0.23481540036544118
2510930,quest-energy,1,1,Highm1,128,rand,33,34,1578.86,609490,0.03622175405435549,-0.21016755867145281
2510931,quest-energy,1,1,High,128,rand,33,34,1523.67,771670,0,0
2510899,quest-energy,2,2,Low,128,rand,32,33,581.373,381160,0.10118116351045754,-0.23732917141885268
2510900,quest-energy,2,2,Medium,128,rand,32,33,551.729,393150,0.04503233236228932,-0.21333813554234948
2510901,quest-energy,2,2,Highm1,128,rand,32,33,555.55,391350,0.05226970531523581,-0.21693979230446006
2510902,quest-energy,2,2,High,128,rand,32,33,527.954,499770,0,0
2510932,quest-energy,2,2,Low,128,rand,33,34,1224.51,818240,0.11130169620735669,-0.2884869565217391
2510933,quest-energy,2,2,Medium,128,rand,33,34,1163.27,830200,0.05572345194986713,-0.27808695652173915
2510934,quest-energy,2,2,Highm1,128,rand,33,34,1165.28,823630,0.05754762358535952,-0.2838
2510935,quest-energy,2,2,High,128,rand,33,34,1101.87,1150000,0,0
2510903,quest-energy,4,4,Low,128,rand,32,33,397.555,532690,0.12012881812469894,-0.22372160125908977
2510905,quest-energy,4,4,Medium,128,rand,32,33,374.91,527420,0.05632552779648326,-0.2314014660235205
2510906,quest-energy,4,4,Highm1,128,rand,32,33,373.919,522370,0.05353334141029362,-0.23876072922283267
2510907,quest-energy,4,4,High,128,rand,32,33,354.919,686210,0,0
2510936,quest-energy,4,4,Low,128,rand,33,34,814.781,1090000,0.12450280856231957,-0.22142857142857142
2510937,quest-energy,4,4,Medium,128,rand,33,34,767.981,1060000,0.05991277585326461,-0.24285714285714285
2510938,quest-energy,4,4,Highm1,128,rand,33,34,765.175,1070000,0.05604013414852934,-0.2357142857142857
2510939,quest-energy,4,4,High,128,rand,33,34,724.57,1400000,0,0
2510969,quest-energy,4,4,Low,128,rand,34,35,1665.31,2210000,0.12810594770356312,-0.2326388888888889
2510971,quest-energy,4,4,Medium,128,rand,34,35,1564.18,2220000,0.05959897032922369,-0.22916666666666666
2510972,quest-energy,4,4,Highm1,128,rand,34,35,1559.63,2230000,0.056516732150115205,-0.22569444444444445
2510973,quest-energy,4,4,High,128,rand,34,35,1476.2,2880000,0,0
2510908,quest-energy,8,8,Low,128,rand,32,33,258.972,678690,0.13060561609388083,-0.2488046221277726
2510909,quest-energy,8,8,Medium,128,rand,32,33,241.992,664190,0.05647527242246428,-0.26485367689378847
2510910,quest-energy,8,8,Highm1,128,rand,32,33,243.682,715660,0.06385338083263471,-0.20788506663124806
2510911,quest-energy,8,8,High,128,rand,32,33,229.056,903480,0,0
2510940,quest-energy,8,8,Low,128,rand,33,34,526.377,1370000,0.11872998195586515,-0.22598870056497175
2510941,quest-energy,8,8,Medium,128,rand,33,34,498.405,1400000,0.059279977386384644,-0.20903954802259886
2510942,quest-energy,8,8,Highm1,128,rand,33,34,495.633,1380000,0.05338853549211181,-0.22033898305084745
2510943,quest-energy,8,8,High,128,rand,33,34,470.513,1770000,0,0
2510974,quest-energy,8,8,Low,128,rand,34,35,1079.5,2770000,0.11065612563635094,-0.2452316076294278
2510976,quest-energy,8,8,Medium,128,rand,34,35,1011.31,2810000,0.04049805133607967,-0.23433242506811988
2510978,quest-energy,8,8,Highm1,128,rand,34,35,1007.15,2820000,0.036217986970496364,-0.23160762942779292
2510980,quest-energy,8,8,High,128,rand,34,35,971.948,3670000,0,0
2511047,quest-energy,8,8,Low,128,rand,35,36,2175.85,5680000,0.11958115722040694,-0.25065963060686014
2511048,quest-energy,8,8,Medium,128,rand,35,36,2033.39,6000000,0.046278525302940673,-0.20844327176781002
2511049,quest-energy,8,8,Highm1,128,rand,35,36,2043.61,5700000,0.05153721474697052,-0.24802110817941952
2511050,quest-energy,8,8,High,128,rand,35,36,1943.45,7580000,0,0
2510912,quest-energy,16,16,Low,128,rand,32,33,156.718,828200,0.12647082078448568,-0.23314814814814816
2510913,quest-energy,16,16,Medium,128,rand,32,33,146.901,810120,0.055907362549686396,-0.24988888888888888
2510914,quest-energy,16,16,Highm1,128,rand,32,33,147.184,862700,0.05794153375070986,-0.2012037037037037
2510915,quest-energy,16,16,High,128,rand,32,33,139.123,1080000,0,0
2510944,quest-energy,16,16,Low,128,rand,33,34,324.146,1680000,0.1292357750767292,-0.2328767123287671
2510945,quest-energy,16,16,Medium,128,rand,33,34,304.001,1670000,0.05905611933851015,-0.2374429223744292
2510946,quest-energy,16,16,Highm1,128,rand,33,34,305.179,1680000,0.06315994830150949,-0.2328767123287671
2510949,quest-energy,16,16,High,128,rand,33,34,287.049,2190000,0,0
2510981,quest-energy,16,16,Low,128,rand,34,35,653.339,3370000,0.13111141119929107,-0.22350230414746544
2510982,quest-energy,16,16,Medium,128,rand,34,35,613.182,3360000,0.06158848215398691,-0.22580645161290322
2510989,quest-energy,16,16,Highm1,128,rand,34,35,612.165,3370000,0.0598277724685254,-0.22350230414746544
2511018,quest-energy,16,16,High,128,rand,34,35,577.608,4340000,0,0
2511051,quest-energy,16,16,Low,128,rand,35,36,1322.82,6920000,0.14193715469613244,-0.21184510250569477
2511052,quest-energy,16,16,Medium,128,rand,35,36,1231.88,6790000,0.06343232044198896,-0.2266514806378132
2511053,quest-energy,16,16,Highm1,128,rand,35,36,1237.87,6860000,0.06860324585635341,-0.21867881548974943
2511063,quest-energy,16,16,High,128,rand,35,36,1158.4,8780000,0,0
2511116,quest-energy,16,16,Low,128,rand,36,37,2692.73,14040000,0.14587668568850995,-0.22
2511119,quest-energy,16,16,Medium,128,rand,36,37,2511.55,14030000,0.06877651674730752,-0.22055555555555556
2511121,quest-energy,16,16,Highm1,128,rand,36,37,2505.68,13750000,0.06627856999995745,-0.2361111111111111
2511122,quest-energy,16,16,High,128,rand,36,37,2349.93,18000000,0,0
2510916,quest-energy,32,32,Low,128,rand,32,33,93.00739999999999,1010000,0.13525277504497907,-0.2109375
2510917,quest-energy,32,32,Medium,128,rand,32,33,86.69030000000001,975410,0.058145950155382986,-0.2379609375
2510918,quest-energy,32,32,Highm1,128,rand,32,33,93.8391,1050000,0.14540454504397832,-0.1796875
2510919,quest-energy,32,32,High,128,rand,32,33,81.92660000000001,1280000,0,0
2510950,quest-energy,32,32,Low,128,rand,33,34,191.815,2000000,0.13145166047307258,-0.17695473251028807
2510951,quest-energy,32,32,Medium,128,rand,33,34,179.125,1980000,0.05659765233292042,-0.18518518518518517
2510953,quest-energy,32,32,Highm1,128,rand,33,34,179.356,2000000,0.057960243024833324,-0.17695473251028807
2510954,quest-energy,32,32,High,128,rand,33,34,169.53,2430000,0,0
2511019,quest-energy,32,32,Low,128,rand,34,35,396.19,4050000,0.13437305838933278,-0.22413793103448276
2511020,quest-energy,32,32,Medium,128,rand,34,35,370.516,4090000,0.06086314167995672,-0.2164750957854406
2511021,quest-energy,32,32,Highm1,128,rand,34,35,370.516,4090000,0.06086314167995672,-0.2164750957854406
2511022,quest-energy,32,32,High,128,rand,34,35,349.259,5220000,0,0
2511064,quest-energy,32,32,Low,128,rand,35,36,803.53,8180000,0.13495823340141416,-0.231924882629108
2511066,quest-energy,32,32,Medium,128,rand,35,36,750.734,8300000.000000001,0.06038571602102888,-0.22065727699530507
2511069,quest-energy,32,32,Highm1,128,rand,35,36,750.51,8180000,0.060069323796367737,-0.231924882629108
2511079,quest-energy,32,32,High,128,rand,35,36,707.982,10650000,0,0
2511124,quest-energy,32,32,Low,128,rand,36,37,1619.64,16629999.999999998,0.14513985124013704,-0.22434701492537323
2511126,quest-energy,32,32,Medium,128,rand,36,37,1505.82,16469999.999999998,0.06466529030798385,-0.2318097014925374
2511127,quest-energy,32,32,Highm1,128,rand,36,37,1510.4,16480000,0.06790350405837284,-0.23134328358208955
2511129,quest-energy,32,32,High,128,rand,36,37,1414.36,21440000,0,0
2510920,quest-energy,64,64,Low,128,rand,32,33,52.6518,1210000,0.1434186723766877,-0.21428571428571427
2510921,quest-energy,64,64,Medium,128,rand,32,33,48.883,1150000,0.061573107885953125,-0.2532467532467532
2510922,quest-energy,64,64,Highm1,128,rand,32,33,48.8321,1180000,0.06046773237316952,-0.23376623376623376
2510923,quest-energy,64,64,High,128,rand,32,33,46.0477,1540000,0,0
2510955,quest-energy,64,64,Low,128,rand,33,34,110.695,2390000,0.06350578853821395,-0.2507836990595611
2510956,quest-energy,64,64,Medium,128,rand,33,34,103.358,2470000,-0.006984675985972904,-0.22570532915360503
2510957,quest-energy,64,64,Highm1,128,rand,33,34,103.416,2360000,-0.0064274391122639855,-0.2601880877742947
2510958,quest-energy,64,64,High,128,rand,33,34,104.085,3190000,0,0
2511023,quest-energy,64,64,Low,128,rand,34,35,227.546,4690000,0.13189508085817603,-0.23114754098360657
2511024,quest-energy,64,64,Medium,128,rand,34,35,231.247,5080000,0.15030517681352631,-0.16721311475409836
2511027,quest-energy,64,64,Highm1,128,rand,34,35,212.959,4560000,0.05933413254672164,-0.25245901639344265
2511032,quest-energy,64,64,High,128,rand,34,35,201.031,6100000,0,0
2511080,quest-energy,64,64,Low,128,rand,35,36,473.631,9330000,0.13344915966084892,-0.25657370517928285
2511081,quest-energy,64,64,Medium,128,rand,35,36,443.874,9770000,0.06223750619216163,-0.22151394422310758
2511082,quest-energy,64,64,Highm1,128,rand,35,36,443.859,9720000,0.06220160960305542,-0.2254980079681275
2511084,quest-energy,64,64,High,128,rand,35,36,417.867,12550000,0,0
2511135,quest-energy,64,64,Low,128,rand,36,37,979.42,19830000,0.13614165172180986,-0.24197247706422018
2511141,quest-energy,64,64,Medium,128,rand,36,37,916.161,19940000,0.06276027831074006,-0.23776758409785934
2511142,quest-energy,64,64,Highm1,128,rand,36,37,917.409,20070000,0.06420797672546395,-0.23279816513761467
2511143,quest-energy,64,64,High,128,rand,36,37,862.058,26160000,0,0
2510924,quest-energy,128,128,Low,128,rand,32,33,28.3695,1410000,0.17624011144833068,-0.15568862275449102
2510925,quest-energy,128,128,Medium,128,rand,32,33,25.8861,1420000,0.0732747897905368,-0.1497005988023952
2510926,quest-energy,128,128,Highm1,128,rand,32,33,25.8481,1740000,0.07169925535267088,0.041916167664670656
2510927,quest-energy,128,128,High,128,rand,32,33,24.1188,1670000,0,0
2510960,quest-energy,128,128,Low,128,rand,33,34,61.711400000000005,2770000,0.14407701905268647,-0.1994219653179191
2510962,quest-energy,128,128,Medium,128,rand,33,34,57.6193,2860000,0.06821295553013634,-0.17341040462427745
2510963,quest-energy,128,128,Highm1,128,rand,33,34,57.4922,2760000,0.06585662932263492,-0.2023121387283237
2510968,quest-energy,128,128,High,128,rand,33,34,53.9399,3460000,0,0
2511037,quest-energy,128,128,Low,128,rand,34,35,129.421,5460000,0.13579997718237416,-0.21888412017167383
2511043,quest-energy,128,128,Medium,128,rand,34,35,120.902,5670000,0.06103714884990389,-0.1888412017167382
2511044,quest-energy,128,128,Highm1,128,rand,34,35,121.056,5670000,0.06238865437440209,-0.1888412017167382
2511045,quest-energy,128,128,High,128,rand,34,35,113.947,6990000,0,0
2511089,quest-energy,128,128,Low,128,rand,35,36,277.2,11240000,0.18465082288786414,-0.20396600566572237
2511092,quest-energy,128,128,Medium,128,rand,35,36,249.457,10950000,0.06608744706038214,-0.2245042492917847
2511108,quest-energy,128,128,Highm1,128,rand,35,36,248.582,10900000,0.06234801895783207,-0.22804532577903683
2511109,quest-energy,128,128,High,128,rand,35,36,233.993,14120000,0,0
2511144,quest-energy,128,128,Low,128,rand,36,37,552.739,22370000,0.13707971956618348,-0.22808833678398896
2511145,quest-energy,128,128,Medium,128,rand,36,37,516.422,22420000,0.06236936951763417,-0.2263630089717046
2511146,quest-energy,128,128,Highm1,128,rand,36,37,515.762,23410000,0.06101163537020876,-0.19220151828847482
2511152,quest-energy,128,128,High,128,rand,36,37,486.104,28980000,0,0
